client_id,age_group,client_tier,preferred_channel,acquisition_channel,boutique_id,boutique_name,boutique_city,region,boutique_format,boutique_sales_tier,boutique_clienteling_maturity,boutique_wfj_focus_flag,boutique_digital_adoption_score,advisor_id,advisor_tenure_years,advisor_client_book_size,advisor_productivity_tier,primary_division,primary_category,secondary_category_interest,cross_category_flag,strategic_division_opportunity,last_purchase_days,purchase_frequency_12m,transaction_count_12m,total_units_12m,atv,upt,total_spend_12m,lifetime_spend,average_order_value,categories_purchased,relationship_tenure_years,high_value_client_flag,client_value_score,online_visits_90d,product_page_views_90d,fashion_page_views_90d,beauty_page_views_90d,wfj_page_views_90d,wishlist_additions_90d,high_intent_browsing_flag,app_engagement_score,last_campaign_type,campaign_sent_30d,campaign_open_30d,campaign_click_30d,campaign_conversion_30d,days_since_last_campaign,digital_campaign_click_rate,appointment_scheduled_flag,appointment_completed_flag,appointment_conversion_flag,days_since_last_appointment,appointment_count_12m,boutique_visits_12m,email_open_rate,email_opt_in_flag,sms_opt_in_flag,client_contactable_flag,preferred_contact_method,service_interaction_12m,return_or_exchange_12m,estimated_return_rate,client_satisfaction_score,service_recovery_flag,clienteling_touchpoints_90d,event_attendance_12m,advisor_follow_up_flag,repeat_purchase_probability_true,repeat_purchase_90d,estimated_clienteling_revenue,recency_score,frequency_score,monetary_score,rfm_score,engagement_score,digital_intent_score,campaign_engagement_score,service_risk_score,luxury_value_band,client_segment,recommended_action,predicted_repeat_purchase_probability,model_priority_group
C000496,35-44,Core,Boutique,Referral,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A11,1,165,Core,Watches & Fine Jewelry,Watches,Handbags,1,High Strategic Value,174,2,2,2,4108.51,1.0,8217.02,20409.6,4108.51,1,3,0,6.83,3,12,2,3,9,0,1,54.4,Welcome Journey,1,0,0,0,5,0.427,0,0,0,999,1,0,0.678,1,0,1,Email,0,0,0.0,87.4,0,1,0,1,0.4419,1,1815.48,1,2,4,7,24.4,34.4,25.0,6.3,Core Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.2715,Low Priority
C000497,35-44,Core,Online,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A11,6,239,Core,Fragrance & Beauty,Skincare,Skincare,1,Scale Opportunity,92,4,4,11,402.8,2.75,1611.2,3904.5,402.8,1,0,0,5.24,12,84,3,6,5,3,1,81.2,WFJ Appointment Invite,1,0,0,0,16,0.157,0,0,0,999,0,0,0.046,1,0,1,Email,0,0,0.0,79.5,0,2,0,1,0.6586,1,265.3,3,4,3,10,25.7,48.4,25.0,10.3,Entry Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.5707,Medium Priority
C000498,18-24,VIP,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,6,235,Core,Fashion,Handbags,Shoes,1,Medium Strategic Value,50,4,4,5,20230.69,1.25,80922.76,453323.62,20230.69,2,3,1,10.48,12,72,8,2,3,0,1,77.2,Fashion Preview,1,0,0,0,27,0.097,1,0,0,35,4,2,0.263,1,1,1,Email + SMS,1,0,0.0,88.6,0,2,1,1,0.9495,1,19209.84,4,4,5,13,31.6,39.6,25.0,5.7,Ultra High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.8707,Top Priority
C000499,65+,Core,Online,Boutique Walk-In,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Makeup,Handbags,1,Scale Opportunity,179,2,2,4,305.38,2.0,610.76,1266.54,305.38,1,1,0,4.8,13,91,3,13,0,1,1,60.7,Fashion Preview,1,1,1,0,21,0.59,1,0,0,76,0,1,0.572,1,0,1,Email,2,0,0.0,88.0,0,1,0,0,0.3715,0,113.45,1,2,2,5,27.3,57.9,80.0,6.0,Entry Value,Beauty-First Digital Client,Target with personalized beauty launch journey and digital-to-boutique conversion path.,0.2792,Low Priority
C000500,65+,Core,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Makeup,Handbags,1,Scale Opportunity,168,2,2,4,355.3,2.0,710.6,1781.06,355.3,1,2,0,5.16,20,80,5,12,3,5,1,23.0,Fragrance Launch,1,1,0,0,15,0.377,0,0,0,999,0,2,0.46,0,0,0,Do Not Contact,0,0,0.0,68.3,1,2,0,1,0.4262,0,24.61,2,2,2,6,24.5,48.8,50.0,30.9,Entry Value,Digital High-Intent Client,"Use digital retargeting, wishlist follow-up, and appointment conversion prompt.",0.2332,Low Priority
C000501,45-54,Core,Boutique,Email Campaign,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A08,3,284,Core,Fragrance & Beauty,Skincare,,0,Scale Opportunity,180,2,2,5,149.88,2.5,299.76,780.33,149.88,1,1,0,3.96,4,20,3,15,1,0,0,51.0,Welcome Journey,1,0,0,0,22,0.415,0,0,0,999,0,0,0.155,1,0,1,Email,1,1,0.5,65.8,1,3,0,0,0.1075,1,10.48,1,2,2,5,14.7,21.5,25.0,53.4,Entry Value,Low-Engagement Client,Use low-pressure reactivation before assigning high-touch advisor effort.,0.1125,Low Priority
C000502,35-44,New,Boutique,Event,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A14,6,115,Emerging,Fragrance & Beauty,Skincare,Skincare,1,Scale Opportunity,143,0,0,0,0.0,0.0,0.0,59.91,266.56,1,0,0,1.94,1,6,1,12,2,0,0,19.6,Fashion Preview,1,1,0,0,12,0.147,0,0,0,999,0,2,0.168,1,0,1,Email,0,0,0.0,76.2,0,1,0,0,0.0856,1,22.83,2,1,1,4,10.7,10.0,50.0,11.9,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.0648,Low Priority
C000503,25-34,New,Online,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A04,2,161,High Performer,Fashion,Accessories,Fragrance Discovery,1,Medium Strategic Value,310,1,1,1,5618.58,1.0,5618.58,7425.89,5618.58,3,0,0,5.78,6,12,8,7,2,1,0,47.0,Beauty Replenishment,1,0,0,0,28,0.17,0,0,0,999,0,0,0.165,1,0,1,Email,1,0,0.0,76.8,0,1,0,0,0.069,0,387.62,1,1,4,6,14.0,18.7,25.0,11.6,Entry Value,Low-Engagement Client,Use low-pressure reactivation before assigning high-touch advisor effort.,0.1116,Low Priority
C000504,55-64,Core,Boutique,Email Campaign,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A03,2,140,Core,Fragrance & Beauty,Fragrance,,0,Scale Opportunity,198,3,3,6,108.82,2.0,326.46,802.08,108.82,1,0,0,3.79,1,2,1,6,2,1,0,79.2,Fragrance Launch,1,0,0,0,22,0.304,0,0,0,999,0,4,0.147,0,1,1,SMS,2,1,0.333,69.3,1,0,0,0,0.1162,0,8.22,1,4,2,7,15.0,21.2,25.0,47.5,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.1215,Low Priority
C000505,45-54,Core,Omnichannel,Event,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A09,2,207,Top Performer,Fragrance & Beauty,Skincare,Skincare,1,Scale Opportunity,235,1,1,2,240.72,2.0,240.72,684.98,240.72,1,7,0,5.56,13,39,4,19,0,3,1,47.3,Reactivation,1,0,0,0,19,0.279,0,0,0,999,1,6,0.615,0,1,1,SMS,0,0,0.0,69.9,1,1,0,0,0.302,0,47.25,1,1,2,4,25.4,41.2,25.0,30.1,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.2982,Low Priority
C000506,25-34,New,Online,Referral,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A04,1,164,High Performer,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,36,1,1,2,151.78,2.0,151.78,228.01,151.78,2,0,0,3.66,9,27,8,7,1,4,1,35.5,Fragrance Launch,1,1,0,0,26,0.168,0,0,0,999,0,0,0.513,1,1,1,Email + SMS,0,0,0.0,91.9,0,0,1,0,0.645,1,97.9,5,1,1,7,20.0,35.9,50.0,4.1,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.5336,Medium Priority
C000507,55-64,Core,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,48,1,1,2,267.46,2.0,267.46,695.07,267.46,4,3,0,4.79,14,70,12,17,3,2,1,54.0,WFJ Appointment Invite,1,1,1,0,6,0.297,0,0,0,999,0,1,0.573,1,0,1,Email,0,0,0.0,81.1,0,0,0,0,0.6678,1,178.61,4,1,2,7,27.0,57.3,80.0,9.5,Entry Value,Beauty-First Digital Client,Target with personalized beauty launch journey and digital-to-boutique conversion path.,0.5977,Medium Priority
C000508,55-64,Core,Online,Online Search,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A04,3,195,Core,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,100,0,0,0,0.0,0.0,0.0,0.0,72.6,3,5,0,1.5,8,16,1,11,4,3,1,12.9,Reactivation,1,0,0,0,30,0.148,0,0,0,999,0,1,0.416,0,0,0,Do Not Contact,0,0,0.0,75.0,0,2,0,1,0.2801,0,5.08,3,1,1,5,17.5,30.1,25.0,12.5,Entry Value,Non-Contactable Client,Do not contact directly; monitor behavior and rely on owned-channel experience.,0.1751,Low Priority
C000509,65+,New,Online,Online Search,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Handbags,Shoes,1,Medium Strategic Value,22,1,1,1,3661.06,1.0,3661.06,4825.62,3661.06,1,0,0,5.52,17,34,4,5,0,0,0,71.6,Welcome Journey,1,1,1,1,30,0.16,0,0,0,999,0,1,0.287,0,0,0,Do Not Contact,2,0,0.0,88.6,0,2,0,0,0.7301,0,668.27,5,1,3,9,21.0,33.2,100.0,5.7,Entry Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.532,High Priority
C000510,45-54,Core,Boutique,Boutique Walk-In,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A09,5,210,High Performer,Fashion,Small Leather Goods,Shoes,1,Medium Strategic Value,3,2,2,3,3992.6,1.5,7985.2,20116.85,3992.6,2,5,0,7.21,3,21,10,8,3,0,0,21.2,Private Event,1,0,0,0,4,0.364,0,0,0,999,0,2,0.443,1,1,1,Email + SMS,1,0,0.0,77.6,0,1,0,0,0.6727,1,2686.0,5,2,4,11,13.9,17.1,25.0,11.2,Core Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.7099,Medium Priority
C000511,45-54,New,Boutique,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A12,3,77,Top Performer,Fashion,Ready-to-Wear,Fine Jewelry Interest,1,Medium Strategic Value,56,2,2,2,3488.56,1.0,6977.12,7323.13,3488.56,1,1,0,6.03,6,30,14,4,9,0,1,19.7,Fashion Preview,1,0,0,0,4,0.153,0,0,0,999,0,3,0.198,1,0,1,Email,1,0,0.0,89.6,0,1,0,0,0.5307,1,1851.22,4,2,4,10,13.0,30.9,25.0,5.2,Entry Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.5188,Medium Priority
C000512,35-44,VIP,Online,Referral,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A11,6,187,High Performer,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,100,2,2,4,885.66,2.0,1771.32,9332.38,885.66,5,3,1,8.17,9,45,4,8,0,1,0,55.8,No Recent Campaign,0,0,0,0,999,0.479,0,1,0,999,0,1,0.464,1,0,1,Email,2,0,0.0,95.2,0,4,1,1,0.8271,1,732.52,3,2,3,8,34.8,26.8,0.0,2.4,High Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.836,Top Priority
C000513,55-64,VIP,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Watches & Fine Jewelry,Watches,Fashion Styling,1,High Strategic Value,24,4,4,5,20789.89,1.25,83159.56,416726.59,20789.89,2,8,1,11.46,10,70,2,4,6,0,1,53.6,Reactivation,1,0,0,0,19,0.299,0,0,0,999,0,1,0.521,0,1,1,SMS,1,0,0.0,73.6,0,2,0,0,0.8863,1,18425.85,5,4,5,14,19.5,38.9,25.0,13.2,Ultra High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9011,Top Priority
C000514,55-64,High Potential,Online,Event,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A03,4,244,High Performer,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,115,5,5,11,116.26,2.2,581.3,2255.71,116.26,2,5,0,5.79,5,25,9,11,0,1,0,39.7,Fashion Preview,1,1,1,0,27,0.378,0,0,0,999,2,1,0.43,1,1,1,Email + SMS,0,0,0.0,88.9,0,2,0,0,0.7266,1,84.47,2,5,2,9,25.1,31.7,80.0,5.6,Growth Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.6481,High Priority
C000515,18-24,New,Online,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A05,5,155,Emerging,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,126,2,2,4,150.32,2.0,300.64,361.39,150.32,2,0,0,3.99,8,16,3,15,4,2,1,60.0,No Recent Campaign,0,0,0,0,999,0.414,0,0,0,999,0,2,0.498,0,1,1,SMS,1,0,0.0,81.3,0,0,0,0,0.4122,0,61.96,2,2,2,6,19.1,40.7,0.0,9.4,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.2652,Low Priority
C000516,18-24,High Potential,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A12,1,50,Core,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,40,2,2,4,737.73,2.0,1475.46,4837.45,737.73,1,3,0,5.89,9,45,5,17,4,0,0,54.5,Beauty Replenishment,1,1,0,0,12,0.204,0,0,0,999,2,0,0.64,1,0,1,Email,3,1,0.5,70.5,0,2,0,1,0.7541,0,556.31,5,2,3,10,28.1,25.5,50.0,36.0,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.6612,High Priority
C000517,35-44,High Potential,Online,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A08,3,192,High Performer,Fashion,Accessories,Shoes,1,Medium Strategic Value,129,0,0,0,0.0,0.0,0.0,0.0,9266.56,2,3,0,1.1,16,96,11,2,2,1,1,37.7,WFJ Appointment Invite,1,0,0,0,13,0.091,0,0,0,999,1,0,0.368,1,1,1,Email + SMS,0,0,0.0,74.3,0,0,1,0,0.2325,0,2154.55,2,1,1,4,20.0,38.9,25.0,12.9,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.2287,Low Priority
C000518,55-64,High Potential,Online,Online Search,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A13,6,129,High Performer,Watches & Fine Jewelry,Watches,,0,High Strategic Value,13,2,2,2,5172.17,1.0,10344.34,35628.67,5172.17,1,2,0,6.38,9,45,3,1,8,5,1,21.2,Private Event,1,1,0,0,1,0.284,1,1,0,20,0,2,0.764,1,1,1,Email + SMS,1,0,0.0,84.8,0,1,1,0,0.8258,1,4271.4,5,2,4,11,29.8,40.3,50.0,7.6,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.8876,High Priority
C000519,65+,New,Online,Online Search,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,204,1,1,1,3364.22,1.0,3364.22,4244.32,3364.22,1,0,0,5.45,14,56,1,5,10,1,1,68.9,No Recent Campaign,0,0,0,0,999,0.199,0,0,0,999,0,0,0.461,1,1,1,Email + SMS,1,0,0.0,87.0,0,1,0,0,0.2241,0,753.77,1,1,3,5,20.7,43.4,0.0,6.5,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.1637,Low Priority
C000520,25-34,Core,Online,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A15,3,125,Core,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,302,0,0,0,0.0,0.0,0.0,63.12,224.84,4,3,0,2.56,3,21,6,7,6,2,1,45.5,No Recent Campaign,0,0,0,0,999,0.477,0,0,0,999,0,2,0.39,1,0,1,Email,1,0,0.0,84.7,0,0,0,0,0.0424,0,9.54,1,1,1,3,15.6,38.5,0.0,7.7,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.036,Low Priority
C000521,35-44,High Potential,Online,Boutique Walk-In,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A07,5,221,Core,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,119,3,3,4,4331.44,1.33,12994.32,47252.45,4331.44,2,2,0,7.04,13,39,6,12,3,2,1,17.8,Reactivation,1,0,0,0,24,0.431,0,0,0,999,0,1,0.319,0,1,1,SMS,2,0,0.0,81.3,0,3,1,1,0.6659,0,2884.1,2,4,4,10,26.2,37.6,25.0,9.4,Growth Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.7011,High Priority
C000522,35-44,Core,Online,Email Campaign,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A02,6,251,Emerging,Watches & Fine Jewelry,Fine Jewelry,Fragrance Discovery,1,High Strategic Value,253,4,4,5,5359.64,1.25,21438.56,49791.55,5359.64,1,3,0,7.38,6,12,4,4,2,4,1,45.0,Beauty Replenishment,1,1,0,0,29,0.064,0,0,1,999,1,0,0.367,1,0,1,Email,1,0,0.0,96.9,0,1,0,0,0.4213,1,2257.92,1,4,5,10,19.0,32.4,50.0,1.6,Growth Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.4937,Medium Priority
C000523,65+,Core,Online,Online Search,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Handbags,Accessories,1,Medium Strategic Value,207,0,0,0,0.0,0.0,0.0,0.0,3883.85,3,1,0,0.7,14,28,11,8,2,2,1,49.0,WFJ Appointment Invite,1,1,0,0,27,0.323,0,0,0,999,0,0,0.433,1,0,1,Email,1,0,0.0,93.0,0,0,1,0,0.1243,0,482.86,1,1,1,3,20.3,39.6,50.0,3.5,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.0733,Low Priority
C000524,55-64,Core,Online,Referral,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A02,0,167,Top Performer,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,73,3,3,6,351.81,2.0,1055.43,2665.4,351.81,2,1,0,5.2,10,60,4,12,1,3,1,60.9,WFJ Appointment Invite,1,0,0,0,19,0.217,0,0,0,999,1,0,0.221,1,0,1,Email,1,0,0.0,83.4,0,1,0,0,0.6513,1,229.13,4,4,2,10,19.4,42.7,25.0,8.3,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.6357,Medium Priority
C000525,55-64,Core,Boutique,Social Media,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A07,6,220,Top Performer,Watches & Fine Jewelry,Bridal / Occasion Jewelry,Fragrance Discovery,1,High Strategic Value,47,3,3,3,18095.8,1.0,54287.4,135102.66,18095.8,2,1,1,9.56,4,28,5,12,9,0,1,14.1,WFJ Appointment Invite,1,0,0,0,28,0.317,1,1,1,41,0,2,0.281,0,0,0,Do Not Contact,1,0,0.0,91.9,0,0,0,0,0.6668,0,3016.36,5,4,5,14,11.4,31.5,25.0,4.1,High Value,Recently Converted Client,Move to post-purchase nurture journey and monitor for next best offer.,0.5173,High Priority
C000526,35-44,New,Omnichannel,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A10,3,166,Emerging,Fashion,Handbags,Fine Jewelry Interest,1,Medium Strategic Value,115,3,3,4,1487.46,1.33,4462.38,5395.78,1487.46,1,0,0,5.61,9,45,9,3,11,4,1,20.7,Reactivation,1,0,0,0,2,0.224,0,1,0,999,0,2,0.064,1,1,1,Email + SMS,1,0,0.0,100.0,0,0,0,0,0.5052,1,751.49,2,4,3,9,20.6,41.1,25.0,0.0,Entry Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.6444,Medium Priority
C000527,35-44,Core,Online,Referral,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A11,2,176,High Performer,Watches & Fine Jewelry,Fine Jewelry,Handbags,1,High Strategic Value,210,1,1,1,15007.16,1.0,15007.16,42241.25,15007.16,2,3,0,7.23,14,42,5,2,15,1,1,49.8,Fashion Preview,1,0,0,0,18,0.267,0,0,0,999,1,0,0.541,1,0,1,Email,0,0,0.0,85.8,0,4,1,1,0.542,0,8134.52,1,1,4,6,31.4,43.0,25.0,7.1,Growth Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.5449,Medium Priority
C000528,25-34,New,Boutique,Event,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A10,5,251,High Performer,Watches & Fine Jewelry,Bridal / Occasion Jewelry,Handbags,1,High Strategic Value,229,2,2,2,8501.99,1.0,17003.98,19419.81,8501.99,2,0,0,6.39,4,16,2,0,7,0,0,27.2,Reactivation,1,0,0,0,17,0.206,0,0,0,999,0,0,0.123,0,1,1,SMS,0,0,0.0,86.7,0,0,0,0,0.1295,0,1100.75,1,2,4,7,10.0,14.0,25.0,6.7,Core Value,Low-Engagement Client,Use low-pressure reactivation before assigning high-touch advisor effort.,0.0652,Low Priority
C000529,18-24,Core,Omnichannel,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A12,5,239,High Performer,Watches & Fine Jewelry,Fine Jewelry,Watches,1,High Strategic Value,37,1,1,1,8182.38,1.0,8182.38,19498.79,8182.38,2,4,0,7.01,22,154,2,6,10,5,1,57.8,No Recent Campaign,0,0,0,0,999,0.338,1,0,0,25,0,4,0.266,1,1,1,Email + SMS,1,0,0.0,96.0,0,1,0,0,0.8507,1,6960.85,5,1,4,10,25.6,63.4,0.0,2.0,Core Value,Digital High-Intent Client,"Use digital retargeting, wishlist follow-up, and appointment conversion prompt.",0.7941,Medium Priority
C000530,55-64,Core,Boutique,Social Media,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A13,2,272,Core,Fragrance & Beauty,Skincare,Fashion Entry,1,Scale Opportunity,37,1,1,2,141.08,2.0,141.08,207.42,141.08,2,2,0,4.01,3,6,12,16,0,1,0,33.1,Reactivation,1,0,0,0,7,0.341,0,0,1,999,0,5,0.289,1,1,1,Email + SMS,0,0,0.0,77.1,0,1,1,0,0.5416,1,76.41,5,1,1,7,16.6,19.5,25.0,11.5,Entry Value,Recently Converted Client,Move to post-purchase nurture journey and monitor for next best offer.,0.6285,High Priority
C000531,55-64,Core,Omnichannel,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A03,7,150,Core,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,116,1,1,2,130.8,2.0,130.8,344.58,130.8,1,1,0,3.97,11,22,4,9,2,3,1,65.8,Reactivation,1,1,1,1,15,0.667,0,0,0,999,1,4,0.494,1,0,1,Email,1,0,0.0,75.6,0,2,0,0,0.6596,1,86.27,2,1,1,4,31.0,56.0,100.0,12.2,Entry Value,Beauty-First Digital Client,Target with personalized beauty launch journey and digital-to-boutique conversion path.,0.6287,High Priority
C000532,65+,New,Online,Event,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Skincare,Fine Jewelry Interest,1,Scale Opportunity,365,1,1,2,78.95,2.0,78.95,78.95,78.95,3,0,0,3.13,12,60,3,8,8,1,1,74.6,Fragrance Launch,1,1,0,0,5,0.191,0,0,0,999,0,0,0.56,1,0,1,Email,0,0,0.0,73.9,0,0,0,0,0.0447,0,3.53,1,1,1,3,20.4,44.1,50.0,13.1,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.0309,Low Priority
C000533,65+,High Potential,Online,Email Campaign,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,118,2,2,4,309.03,2.0,618.06,2216.19,309.03,2,3,0,5.4,10,40,8,12,1,0,0,84.3,Beauty Replenishment,1,1,0,0,30,0.429,0,0,0,999,0,2,0.477,1,0,1,Email,0,0,0.0,89.4,0,2,0,0,0.5173,0,159.87,2,2,2,6,21.6,30.9,50.0,5.3,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.5136,Medium Priority
C000534,35-44,High Potential,Boutique,Boutique Walk-In,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A15,6,149,Core,Fashion,Handbags,Shoes,1,Medium Strategic Value,134,3,3,4,12005.8,1.33,36017.4,128687.59,12005.8,4,3,1,9.84,3,12,14,5,0,0,0,13.3,Fashion Preview,1,0,0,0,6,0.034,0,0,0,999,2,5,0.381,1,0,1,Email,3,0,0.0,84.6,0,4,1,0,0.6994,0,8397.11,2,4,5,11,20.4,8.8,25.0,7.7,High Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.6092,High Priority
C000535,45-54,New,Online,Boutique Walk-In,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A15,5,203,Core,Fashion,Shoes,,0,Medium Strategic Value,62,1,1,2,3798.67,2.0,3798.67,5366.4,3798.67,2,0,0,5.07,9,45,13,5,2,4,1,49.3,Welcome Journey,1,0,0,1,13,0.117,0,0,0,999,0,0,0.403,1,1,1,Email + SMS,1,0,0.0,66.6,1,0,0,0,0.4712,0,1163.56,4,1,3,8,18.6,40.4,45.0,31.7,Entry Value,Recently Converted Client,Move to post-purchase nurture journey and monitor for next best offer.,0.4658,Medium Priority
